"","id","entity"
"409",3118,"Ronny Timmermans"
"410",3118,"Ronny Timmermans"
"411",3118,"Ronny Timmermans"
"412",3118,"Ronny Timmermans"
"413",3118,"Ronny Timmermans"
"414",3118,"Ronny Timmermans"
"415",3118,"Ronny Timmermans"
"416",3118,"Ronny Timmermans"
"417",3118,"Ronny Timmermans"
"418",3118,"Ronny Timmermans"
"419",3118,"Ronny Timmermans"
"420",3118,"Ronny Timmermans"
"421",3118,"Ronny Timmermans Page"
"422",3118,"Steven Decuypere"
"423",3118,"Sven Forster"
"424",3118,"Sven Forster"
"425",3118,"Tom Denhaene"
"426",3118,"Tony Houthaeve"
"427",3118,"Tony Houthaeve"
"428",3118,"Vanclef"
"429",3118,"Wijnants"
"430",3118,"Wijnants"
"431",3118,"Wijnants"
"432",3118,"Wijnants"
"433",3118,"Wolters Kluwer"
"434",3119,"A.N."
"435",3119,"Andreas"
"436",3119,"Andreas van de Voort"
"437",3119,"Aswath Damodaran"
"438",3119,"Aswath Damodaran"
"439",3119,"Bart"
"440",3119,"Bart Clarysse"
"441",3119,"Bart Clarysse"
"442",3119,"Berger"
"443",3119,"Berger"
"444",3119,"Berger, A.N."
"445",3119,"Caroline"
"446",3119,"Chesbrough"
"447",3119,"Clarisse"
"448",3119,"Clarysse"
"449",3119,"Cynthia Van Hulle"
"450",3119,"Dave Kellog"
"451",3119,"Frederik Loeckx"
"452",3119,"Geert Mortier"
"453",3119,"Guido Beazar"
"454",3119,"Guido Beazar"
"455",3119,"Hans Schuhler"
"456",3119,"Henry Chesbrough"
"457",3119,"John"
"458",3119,"John"
"459",3119,"John N"
"460",3119,"John N"
"461",3119,"John Newton"
"462",3119,"John Newton"
"463",3119,"John P"
"464",3119,"John Powell"
"465",3119,"John Powell"
"466",3119,"John Powell"
"467",3119,"L Vanthienen"
"468",3119,"Manigart"
"469",3119,"Manigart"
"470",3119,"Manigart"
"471",3119,"Marc Lambrechts"
"472",3119,"Miguel Meuleman"
"473",3119,"Miguel Meuleman"
"474",3119,"Myriam Knokkaert"
"475",3119,"Nico Swinnen"
"476",3119,"Nico Swinnen"
"477",3119,"Nico Swinnen"
"478",3119,"Nico Swinnen"
"479",3119,"Nico Swinnen"
"480",3119,"Nico Swinnen"
"481",3119,"Nico Swinnen"
"482",3119,"Nico Swinnen"
"483",3119,"Nico Swinnen"
"484",3119,"Nico Swinnen"
"485",3119,"Nico Swinnen"
"486",3119,"Nico Swinnen"
"487",3119,"Nico Swinnen"
"488",3119,"Nico Swinnen"
"489",3119,"Nico Swinnen"
"490",3119,"Nico Swinnen"
"491",3119,"Nico Swinnen"
"492",3119,"Nico Swinnen"
"493",3119,"Nico Swinnen"
"494",3119,"Nico Swinnen"
"495",3119,"Nico Swinnen"
"496",3119,"Nico Swinnen"
"497",3119,"Nico Swinnen"
"498",3119,"Nico Swinnen"
"499",3119,"Nico Swinnen"
"500",3119,"Nico Swinnen"
"501",3119,"Nico Swinnen"
"502",3119,"Nico Swinnen"
"503",3119,"Nico Swinnen"
"504",3119,"Nico Swinnen"
"505",3119,"Nico Swinnen"
"506",3119,"Nico Swinnen"
"507",3119,"Nico Swinnen"
"508",3119,"Nico Swinnen"
"509",3119,"Nico Swinnen"
"510",3119,"Nico Swinnen"
"511",3119,"Nico Swinnen"
"512",3119,"Nico Swinnen"
"513",3119,"Nico Swinnen"
"514",3119,"Nico Swinnen"
"515",3119,"Nico Swinnen"
"516",3119,"Nico Swinnen"
"517",3119,"Nico Swinnen"
"518",3119,"Nico Swinnen"
"519",3119,"Nico Swinnen"
"520",3119,"Nico Swinnen"
"521",3119,"Nico Swinnen"
"522",3119,"Nico Swinnen"
"523",3119,"Nico Swinnen"
"524",3119,"Nico Swinnen"
"525",3119,"Nico Swinnen"
"526",3119,"Nico Swinnen"
"527",3119,"Nico Swinnen"
"528",3119,"Nico Swinnen"
"529",3119,"Nico Swinnen"
"530",3119,"Nico Swinnen"
"531",3119,"Nico Swinnen"
"532",3119,"Nico Swinnen"
"533",3119,"Nico Swinnen"
"534",3119,"Nico Swinnen"
"535",3119,"Nico Swinnen"
"536",3119,"Nico Swinnen"
"537",3119,"Nico Swinnen"
"538",3119,"Nico Swinnen"
"539",3119,"Nico Swinnnen"
"540",3119,"Richard S. Rosenbloom"
"541",3119,"Roberts"
"542",3119,"Roberts, E.B."
"543",3119,"Ronny"
"544",3119,"Ronny"
"545",3119,"Ronny"
"546",3119,"Ronny"
"547",3119,"Ronny"
"548",3119,"Ronny"
"549",3119,"Ronny"
"550",3119,"Ronny"
"551",3119,"Ronny"
"552",3119,"Ronny"
"553",3119,"Ronny Timmermans"
"554",3119,"Ronny Timmermans"
"555",3119,"Ronny Timmermans"
"556",3119,"Ronny Timmermans"
"557",3119,"Ronny Timmermans"
"558",3119,"Ronny Timmermans"
"559",3119,"Ronny Timmermans"
"560",3119,"Rosenbloom"
"561",3119,"Sophie"
"562",3119,"Sophie"
"563",3119,"Sophie Manigart"
"564",3119,"Sophie Manigart"
"565",3119,"Sophie Manigart"
"566",3119,"Timmermans"
"567",3119,"Udell"
"568",3119,"Udell G.F."
"569",3304,"Roger Clark"
"570",3954,"Jan"
"571",3954,"Jan"
"572",3954,"Jan Hidders"
"573",3954,"Ronny"
"574",3954,"Ronny"
"575",3954,"Ronny"
"576",3954,"Ronny"
"577",3954,"Ronny"
"578",3954,"Ronny"
"579",3954,"Stijn"
"580",3954,"Stijn"
"581",3954,"Stijn Dekeyser"
"582",3960,"Stéphane Bidoul"
"583",3969,"Christophe Chorzepa"
"584",3969,"Christophe Chorzepa"
"585",3969,"Ronny Timmermans"
"586",3970,"Marc Scheers"
"587",3971,"Marc Scheers"
"588",3972,"Ronny Timmermans"
"589",3972,"Stephane Bidoul"
"590",4769,"Stephane Bidoul"
"591",5029,"Emmanuel Van der Stuyft"
"592",6464,"Carine Maerte·ns"
"593",6464,"Carine Maertens"
"594",6464,"Carine Maertens"
"595",6464,"Peter KOrpick"
"596",6464,"Ronny"
"597",6464,"Ronny Timmermans"
"598",6464,"Ronny Timmermans"
"599",6464,"Ronny Timmermans"
"600",6464,"Timmermans"
"601",6838,"Johan Dekens"
"602",6838,"Mark Scheers"
"603",6838,"Mark SCHEERS"
"604",6838,"Thierry Hoffait"
"605",6960,"Koen"
"606",6960,"Koen Cools"
"607",6960,"Peter Morel"
"608",6960,"Ronny Timmerman"
"609",6966,"Koen"
"610",6966,"Koen Cools"
"611",6966,"Peter Morel"
"612",6966,"Ronny Timmerman"
"613",6969,"Ethan Munson"
"614",6969,"Ethan Munson"
"615",6969,"Ethan Munson"
"616",6969,"Etnan Munson"
"617",6969,"Jan Janssens"
"618",6969,"Jos Snellings"
"619",6969,"Koen"
"620",6969,"Koen Cools"
"621",6969,"Koen Verwimp"
"622",6969,"Koen Verwimp"
"623",6969,"Peter Morel"
"624",6969,"Peter Morel"
"625",6969,"Peter Morel"
"626",6969,"Peter Morel"
"627",6969,"Robin Astle"
"628",6969,"Ronny Timmer"
"629",6969,"Ronny Timmermans"
"630",6969,"Ronny Timmermans"
"631",6969,"Ronny Tlmmtnnans"
"632",6969,"Ronny Tlmmtr"
"633",8599,"Jonas"
"634",8599,"Jonas"
"635",8599,"Jonas"
"636",8599,"Jonas Heylen"
"637",8599,"Jonas Heylen"
"638",8600,"Koen"
"639",8600,"Koen"
"640",8600,"Koen"
"641",8600,"Koen"
"642",8600,"Koen"
"643",8600,"Koen"
"644",8600,"Koen"
"645",8600,"Koen"
"646",8600,"Koen"
"647",8600,"Koen"
"648",8600,"Koen De Jaeger"
"649",8601,"A. Acharya"
"650",8601,"B. Sales"
"651",8601,"D. Ooms"
"652",8601,"D. Ooms"
"653",8601,"D. Ooms"
"654",8601,"D. Ooms"
"655",8601,"D. Ooms"
"656",8601,"D. Ooms"
"657",8601,"D. Ooms"
"658",8601,"D. Ooms"
"659",8601,"D. Ooms"
"660",8601,"D. Thaler"
"661",8601,"Dirk"
"662",8601,"Dirk"
"663",8601,"Dirk Ooms"
"664",8601,"Dirk Ooms"
"665",8601,"Dirk Ooms"
"666",8601,"F. Ansari"
"667",8601,"F. Griffoul"
"668",8601,"F. Le Faucheur"
"669",8601,"F. Le Faucheur"
"670",8601,"G. Gastaud"
"671",8601,"G. Marchal"
"672",8601,"Georgatsos"
"673",8601,"George Pavlou"
"674",8601,"Griffoul"
"675",8601,"H. Rigauts"
"676",8601,"Ilias Andrikopoulos"
"677",8601,"J. De Clercq"
"678",8601,"J. De Clercq"
"679",8601,"J. Nuyts"
"680",8601,"Joergen Rothig"
"681",8601,"L. Vicisano"
"682",8601,"L. Wu"
"683",8601,"M. Carugi"
"684",8601,"M. Talwar"
"685",8601,"Marchal"
"686",8601,"N. Feldman"
"687",8601,"Nikos Karatzas"
"688",8601,"O. Paridaens"
"689",8601,"P. Cheval"
"690",8601,"P. Suetens"
"691",8601,"Panos"
"692",8601,"Panos Georgatsos"
"693",8601,"Pim Van Heuven"
"694",8601,"Prevost"
"695",8601,"R. Boivie"
"696",8601,"R. Hoebeke"
"697",8601,"Rigauts"
"698",8601,"S. Prevost"
"699",8601,"Sibylle Schaller"
"700",8601,"Suetens"
"701",8601,"W. Livens"
"702",8601,"W. Livens"
"703",8601,"W. Livens"
"704",8601,"W. Livens"
"705",8601,"Y. Imai"
"706",8603,"Jos"
"707",8603,"Jos"
"708",8603,"Jos Snellings"
"709",8603,"Jos Snellings"
"710",9760,"Bardayal Nadjamerrek"
"711",9760,"Bardayal Nadjamerrek "
"712",9760,"Bronwyn Lee"
"713",9760,"Chris Blackall"
"714",9760,"Gerard Clifton"
"715",9760,"Ian Barnes"
"716",9760,"Ian Johnson"
"717",9760,"Jeremy Russell- Smith"
"718",9760,"Kevin Bradley"
"719",9760,"Lachlan Jimberry"
"720",9760,"Linda Barwick"
"721",9760,"Linda Barwick"
"722",9760,"Maath Marralngurra"
"723",9760,"Murray Garde"
"724",9760,"Nick Thieberger"
"725",9760,"Peter Cooke"
"726",9760,"Peter Cooke"
"727",9760,"Peter Cooke"
"728",9760,"Ray Nadjamerrek"
"729",9760,"Somaya Langley"
"730",9763,"Brian"
"731",9763,"Brian"
"732",9763,"Dale, Robin"
"733",9763,"David Thomas"
"734",9763,"Day, Michael"
"735",9763,"Gartne"
"736",9763,"Gartner"
"737",9763,"Gartner"
"738",9763,"Gartner"
"739",9763,"Gartner"
"740",9763,"Gartner, Richard"
"741",9763,"Gunter"
"742",9763,"Herve"
"743",9763,"Hilary Beedham"
"744",9763,"Hilary Beedham"
"745",9763,"Hilary Beedham"
"746",9763,"Jerome"
"747",9763,"Julie Missen"
"748",9763,"Julie Missen"
"749",9763,"Julie Missen"
"750",9763,"Kevin Schürer"
"751",9763,"L’Hours"
"752",9763,"L’Hours"
"753",9763,"L’Hours, Herve"
"754",9763,"Lavoie"
"755",9763,"Lavoie"
"756",9763,"Lavoie"
"757",9763,"Lavoie"
"758",9763,"Lavoie"
"759",9763,"Lavoie"
"760",9763,"Lavoie, Brian"
"761",9763,"Lavoie, Brian"
"762",9763,"Lazorchak"
"763",9763,"Lazorchak, William"
"764",9763,"Leslie Myrick"
"765",9763,"LOC"
"766",9763,"LOC"
"767",9763,"Manjula"
"768",9763,"Matt Palmer"
"769",9763,"Matt Palmer"
"770",9763,"Matt Palmer"
"771",9763,"McDonough"
"772",9763,"McDonough"
"773",9763,"McDonough, Jerome"
"774",9763,"Merrilee"
"775",9763,"Michael"
"776",9763,"Patel"
"777",9763,"Patel"
"778",9763,"Patel, Manjula"
"779",9763,"Prof<U+FB01>tt, Merrilee"
"780",9763,"Raivo Ruusalepp"
"781",9763,"Raivo Ruusalepp"
"782",9763,"Raivo Ruusalepp"
"783",9763,"Richard"
"784",9763,"RLG/OCLC"
"785",9763,"RLG/OCLC"
"786",9763,"Robin"
"787",9763,"Waibel"
"788",9763,"Waibel"
"789",9763,"Waibel"
"790",9763,"Waibel"
"791",9763,"Waibel, Gunter"
"792",9763,"William"
"793",9763,"William Lazorchak"
"794",11438,"John Powell"
"795",11441,"Thibaut Mallet"
"796",11624,"Johan Dekens"
"797",11624,"Mark Scheers"
"798",11624,"Peter Morel"
"799",11624,"Ronny Timmermans"
"800",11654,"Johan Dekens"
"801",11654,"Mark Scheers"
"802",11654,"Peter Morel"
"803",11654,"Ronny Timmermans"
"804",11656,"Johan Dekens"
"805",11656,"Mark Scheers"
"806",11656,"Peter Morel"
"807",11656,"Ronny Timmermans"
"808",11706,"Jason Neiman"
"809",11708,"Brian Gladman"
"810",11708,"Eric Young"
"811",11708,"Jean-loup Gailly"
"812",11708,"Jean-loup Gailly"
"813",11708,"Mark Adler"
"814",11708,"Mark Adler"
"815",11708,"Tim Hudson"
"816",11724,"Martine"
"817",11724,"Martine VELGHE"
"818",11724,"Martine VELGHE"
"819",11769,"Peter Morel"
"820",11769,"Thibaut Mallet"
"821",11772,"Peter Morel"
"822",11999,"Adam Pope"
"823",11999,"Alan Shipman"
"824",11999,"Alayne Crozier"
"825",11999,"Alejandro Delgado Gómez"
"826",11999,"Alison Gibney"
"827",11999,"Alissa Burger"
"828",11999,"Andrea Hänger"
"829",11999,"Andrew Snowden"
"830",11999,"Andy King"
"831",11999,"Anne Mette"
"832",11999,"Annegret Kampe"
"833",11999,"Atle Skjekkeland"
"834",11999,"Barbara Reed"
"835",11999,"Barry Cahill"
"836",11999,"Ben Kettell"
"837",11999,"Caroline Ives"
"838",11999,"Caroline Senior"
"839",11999,"Chris"
"840",11999,"Chris Hughes"
"841",11999,"Chris Palmer"
"842",11999,"Dan Taillefer"
"843",11999,"Daniel J Beard"
"844",11999,"David Reeve"
"845",11999,"Deirdre Sharp"
"846",11999,"Dolores Carnicer Arribas"
"847",11999,"Fiorella Foscarini"
"848",11999,"Frances Grey"
"849",11999,"Francisco Barbedo"
"850",11999,"Frank Brady"
"851",11999,"Gérard Weisz"
"852",11999,"Göran Kristiansson"
"853",11999,"Graham Hadingham"
"854",11999,"Gregor Joeris"
"855",11999,"Håkan Lövblad"
"856",11999,"Harold C Heard Jr."
"857",11999,"Ian Capon"
